"sp","quadrat","lx","ly","tag","stem","dbh.2018","codes.2018","status.2015","status.2016","status.2017","status.2018","new.status","codes.2013","dbh.2013","status..2017","dbh.if.dead","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","Old.comments","X2019.comments","cored","Date","surveyors"
"fagr",214,14,15.3,20787,1,160,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",214,13.6,18.4,20788,1,114,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",214,16.7,13.8,20789,1,330,"I","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",214,19.8,11.5,20790,1,151,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",214,18.8,16,20791,1,414,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",215,3,0.4,20792,1,142,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",215,1.4,5.1,20794,1,751,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",215,2.9,6.6,20796,1,148,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",215,6.8,2.8,20798,1,191,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",215,11.6,0.4,20799,1,676,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",215,18,0.6,20800,1,448,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",215,20,2.2,20801,1,219,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",215,11.6,7.5,20802,1,164,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",215,5.7,9.6,20803,1,161,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",215,7.4,10.5,20804,1,0,"DS","A","DS","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",215,5,14.7,20805,1,865,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","tag missing","","","",""
"fagr",215,8.1,13.5,20808,1,138,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",215,10.5,11,20809,1,700,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caco",215,11,15.4,20811,1,387,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caco",215,9.7,18,20812,1,195,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",215,12.8,14.4,20814,1,145,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",215,14.9,13.6,20815,1,131,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",215,17.4,18.6,20818,1,160,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",216,5.6,4.6,20820,1,192,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",216,8.9,3.1,20821,1,446,"NULL","A","A","AU","A","","","","","","","","","","","","","","","","","","epicormic load heavy","","","",""
"caovl",216,16.6,2.7,20823,1,123,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",216,14.7,7.2,20825,1,660,"M","A","A","A","A","","","","","","","","","","","","","","","","","","stressed","","","",""
"qual",216,14.7,7.2,20825,2,0,"DS","A","A","AU","DS","","","","","","","","","","","","","","","","","","did not sinesce","","","",""
"fagr",216,5.6,9,20827,1,152,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",216,5.6,9,20827,2,18,"S",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"fagr",216,5.6,9,20827,3,0,"DS",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"nysy",216,3.7,10.2,20828,1,187,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",216,1.3,10.1,20829,1,465,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",216,0.3,13.5,20831,1,111,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"caovl",216,3.2,16.9,20833,1,640,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",216,5.3,13,20835,1,0,"DS","DS","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"caovl",216,8,17,20837,1,164,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",216,11.9,10.1,20839,1,116,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",216,14.4,13.6,20842,1,390,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","leaning","","","",""
"fagr",216,17.5,14.6,20847,1,131,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",216,20,14.8,20848,1,228,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ulsp",206,2.4,20,20852,1,0,"DN","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"caca",217,0.3,4.3,22001,1,126,"I","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",217,2.5,4.3,22002,1,119,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",217,8.6,1.7,22004,1,842,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",217,8.6,1.7,22004,2,266,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",217,6.8,5.7,22007,1,117,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"cato",217,13.2,1.1,22011,1,114,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"fagr",217,16.3,1.9,22013,1,140,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",217,18.3,1.5,22014,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cagl",217,14.1,6.2,22017,1,420,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",217,11.3,9.8,22018,1,155,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",217,9.6,9.8,22018,2,24,"S",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"quru",217,19.6,11.6,22026,1,742,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",217,19.9,12.5,22027,1,144,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",217,15.7,17.8,22031,1,736,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",217,13.5,14.6,22033,1,104,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"cagl",217,3.1,10.1,22034,1,350,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",217,7.6,12.9,22036,1,390,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",217,6.7,19.2,22039,1,160,"B;I","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",217,1.8,19,22041,1,850,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",218,5.8,6.9,22046,1,218,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",218,7.6,5,22048,1,660,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",218,18,0.2,22055,1,136,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",218,15.6,5.8,22056,1,378,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","lower bark blonding","","","",""
"caca",218,15.2,5.8,22057,1,116,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",218,12.4,9.8,22059,1,178,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",218,11.2,7.9,22060,1,164,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",218,11.6,4.9,22061,1,136,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",218,14.4,10.5,22063,1,658,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","lower bark blonding","","","",""
"qupr",218,18.4,17.7,22064,1,711,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",218,15.3,18.6,22065,1,395,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fagr",218,12.5,15.4,22066,1,125,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"acru",218,13.3,15.1,22068,1,0,"DN","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cato",218,2.3,11.4,22070,1,718,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",218,7.5,11.2,22072,1,135,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",218,2.2,16.2,22076,1,158,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",218,0.7,15.5,22077,1,140,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",219,6.9,0.1,22081,1,109,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",219,7.4,5.3,22082,1,393,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",219,9.7,7.2,22084,1,158,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",219,3.4,9.8,22086,1,266,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",219,2.5,3.6,22089,1,0,"DC","DS","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"caovl",219,1.5,1.8,22091,1,112,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qupr",219,15.2,2.6,22093,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"nysy",219,13.3,2.2,22095,1,298,"I","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",219,12.9,5,22097,1,620,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"acru",219,16.7,12.5,22100,1,165,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quru",219,15.4,15.3,22101,1,656,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","tag swallowed","","","",""
"nysy",219,14.7,18.7,22103,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",219,12.3,18.4,22106,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"fram",219,0.6,10.6,22109,1,0,"DS;R","No sampled","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"tiam",219,9.6,14.2,22111,1,349,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",219,2.8,13.2,22114,1,145,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",219,2.8,13.2,22114,2,69,"S",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"tiam",220,1.6,0.1,22115,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"tiam",220,3.5,5.8,22119,1,153,"L","A","A","A","AU","","","","","","","","","","","","","","","","","","Being crushed by 12094","","","",""
"cofl",220,1.1,4.7,22120,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"nysy",220,16.5,3.9,22121,1,164,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",220,20,1.1,22123,1,468,"M","A","A","A","A","","","","","","","","","","","","","","","","","","tag missing","","","",""
"tiam",220,20,1.1,22123,2,322,"S","A","A","A","A","","","","","","","","","","","","","","","","","","tag missing","","","",""
"nysy",220,18.1,6.6,22124,1,133,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",220,14.2,9.4,22125,1,172,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",220,13.6,4.4,22127,1,390,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",220,9.9,4.3,22129,1,270,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",220,15.1,11.1,22130,1,556,"NULL","A","AU","AU","AU","","","","","","","","","","","","","","","","","","","","","",""
"juni",220,14.1,18.9,22132,1,191,"NULL","A","A","AU","DS","","","","","","","","","","","","","","","","","","SS","","","",""
"tiam",220,12.1,14.9,22134,1,147,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",220,9.2,11.2,22135,1,486,"NULL","A","A","AU","AU","","","","","","","","","","","","","","","","","","DANGER! Giant hornets' (vespa crabro germana) nest","","","",""
"litu",220,9.5,19.9,22136,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quve",220,1,20,22138,1,555,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",220,0.2,19,22139,1,149,"I","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",221,1.9,1.2,22141,1,142,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",221,8,0.8,22144,1,797,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",221,9.3,0.1,22145,1,0,"DN","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"caca",221,9,4.2,22146,1,0,"DC","A","A","AU","AU","","","","","","","","","","","","","","","","","","Second stem healthy, one branch healthy","","","",""
"caca",221,9,4.2,22146,2,41,"M;P",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"tiam",221,7,8,22150,1,138,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",221,1.6,5.3,22151,1,184,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"frni",221,18.5,9.7,22154,1,114,"DS","A","A","A","DS","","","","","","","","","","","","","","","","","","","","","",""
"tiam",221,19.1,14.7,22155,1,127,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","old Break @ ~5m","","","",""
"tiam",221,19.8,15.1,22156,1,187,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",221,17.6,18.6,22158,1,101,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"quve",221,4.2,12.1,22162,1,507,"M","A","A","A","A","","","","","","","","","","","","","","","","","","tag missing","","","",""
"quve",221,4.2,12.1,22162,2,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"tiam",221,5.7,13.3,22166,1,568,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",221,6,12.9,22168,1,105,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",221,7.9,13.8,22170,1,1149,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",221,9.8,19.4,22172,1,393,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",221,5.5,17.1,22173,1,151,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",222,6.3,2.5,22178,1,335,"M","A","A","A","A","","","","","","","","","","","","","","","","","","tag missing","","","",""
"tiam",222,6.3,2.5,22178,2,296,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",222,9,3.4,22179,1,249,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",222,3,1.9,22180,1,110,"L;M",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"ulru",222,18.8,1.1,22183,1,0,"DN","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"tiam",222,17,7.5,22186,1,370,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",222,17,7.5,22186,2,330,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"tiam",222,17,7.5,22186,3,0,"DN",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"caovl",222,16.7,9.1,22189,1,103,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",222,15.4,10.7,22196,1,125,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caca",222,15.4,10.7,22196,2,16,"S",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"tiam",222,16.1,10.9,22198,1,0,"DC","A","DC","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
